INFO 2023-08-09 03:18:54,512 autoreload Watching for file changes with StatReloader
DEBUG 2023-08-09 03:18:55,311 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\selectors.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,311 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\gettext.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,312 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\tasks.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,313 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\staticfiles\finders.py first seen with mtime 1689162640.2138224
DEBUG 2023-08-09 03:18:55,313 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\urls\conf.py first seen with mtime 1689162640.575364
DEBUG 2023-08-09 03:18:55,314 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\exceptions.py first seen with mtime 1689162638.4887347
DEBUG 2023-08-09 03:18:55,315 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\importlib\_abc.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,315 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\getpass.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,316 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\_debug_adapter\pydevd_base_schema.py first seen with mtime 1691124227.8991103
DEBUG 2023-08-09 03:18:55,316 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\functions\window.py first seen with mtime 1689162640.4581673
DEBUG 2023-08-09 03:18:55,317 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\html\parser.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,317 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydev_bundle\pydev_umd.py first seen with mtime 1691124227.883489
DEBUG 2023-08-09 03:18:55,318 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\templatetags\base.py first seen with mtime 1689162638.8047056
DEBUG 2023-08-09 03:18:55,319 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\test\signals.py first seen with mtime 1689162640.5693808
DEBUG 2023-08-09 03:18:55,319 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admindocs\__init__.py first seen with mtime 1689162638.809692
DEBUG 2023-08-09 03:18:55,320 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\compat.py first seen with mtime 1689162641.4311664
DEBUG 2023-08-09 03:18:55,321 autoreload File C:\Users\Alice\Desktop\djangogram\content\apps.py first seen with mtime 1689588103.6482668
DEBUG 2023-08-09 03:18:55,322 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\DLLs\_bz2.pyd first seen with mtime 1686085296.0
DEBUG 2023-08-09 03:18:55,323 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\sqlparse\tokens.py first seen with mtime 1689162641.7974725
DEBUG 2023-08-09 03:18:55,323 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\pydevd_tracing.py first seen with mtime 1691124228.3415604
DEBUG 2023-08-09 03:18:55,324 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\postgres\utils.py first seen with mtime 1689162639.8276117
DEBUG 2023-08-09 03:18:55,324 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\itercompat.py first seen with mtime 1689162640.6092741
DEBUG 2023-08-09 03:18:55,325 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\_vendor\packaging\tags.py first seen with mtime 1689162641.1528208
DEBUG 2023-08-09 03:18:55,325 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\pprint.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,326 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\handlers\base.py first seen with mtime 1689162640.3035812
DEBUG 2023-08-09 03:18:55,327 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\version.py first seen with mtime 1689162640.619247
DEBUG 2023-08-09 03:18:55,327 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\unicode.py first seen with mtime 1689162641.1677809
DEBUG 2023-08-09 03:18:55,328 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\auth\__init__.py first seen with mtime 1689162638.9094253
DEBUG 2023-08-09 03:18:55,328 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\tempfile.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,329 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\quopri.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,329 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\actions.py first seen with mtime 1689162638.4867404
DEBUG 2023-08-09 03:18:55,330 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\html.py first seen with mtime 1689162641.5785427
DEBUG 2023-08-09 03:18:55,330 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\__init__.py first seen with mtime 1689162640.5329678
DEBUG 2023-08-09 03:18:55,331 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\backends\sqlite3\schema.py first seen with mtime 1689162640.4053085
DEBUG 2023-08-09 03:18:55,331 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\representation.py first seen with mtime 1689162641.5805366
DEBUG 2023-08-09 03:18:55,331 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_concurrency_analyser\pydevd_concurrency_logger.py first seen with mtime 1691124227.9303524
DEBUG 2023-08-09 03:18:55,332 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\helpers.py first seen with mtime 1689162638.4897325
DEBUG 2023-08-09 03:18:55,333 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\fnmatch.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,333 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\mail\__init__.py first seen with mtime 1689162640.3055756
DEBUG 2023-08-09 03:18:55,334 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\gzip.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,335 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\loaders\__init__.py first seen with mtime 1689162640.549925
DEBUG 2023-08-09 03:18:55,336 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\_vendor\__init__.py first seen with mtime 1689162641.124895
DEBUG 2023-08-09 03:18:55,336 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydev_bundle\_pydev_completer.py first seen with mtime 1691124227.8678675
DEBUG 2023-08-09 03:18:55,337 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\checks\files.py first seen with mtime 1689162640.2756565
DEBUG 2023-08-09 03:18:55,337 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_thread_lifecycle.py first seen with mtime 1691124228.0333889
DEBUG 2023-08-09 03:18:55,338 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pytz\lazy.py first seen with mtime 1689162641.1787512
DEBUG 2023-08-09 03:18:55,339 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\checks\database.py first seen with mtime 1689162640.2746584
DEBUG 2023-08-09 03:18:55,340 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\http\multipartparser.py first seen with mtime 1689162640.5229945
DEBUG 2023-08-09 03:18:55,340 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\postgres\forms\array.py first seen with mtime 1689162639.7398465
DEBUG 2023-08-09 03:18:55,341 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\checks\compatibility\django_4_0.py first seen with mtime 1689162640.2746584
DEBUG 2023-08-09 03:18:55,341 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\test\html.py first seen with mtime 1689162640.567386
DEBUG 2023-08-09 03:18:55,342 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\stat.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,342 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\selector_events.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,343 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\functions\datetime.py first seen with mtime 1689162640.4571702
DEBUG 2023-08-09 03:18:55,343 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\zoneinfo\__init__.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,344 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\concurrent\futures\__init__.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,344 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\migrations\exceptions.py first seen with mtime 1689162640.4152825
DEBUG 2023-08-09 03:18:55,345 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\encodings\idna.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,345 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\encodings\utf_8.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,346 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\lzma.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,346 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\mediatypes.py first seen with mtime 1689162641.5795393
DEBUG 2023-08-09 03:18:55,347 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\unittest\suite.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,348 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\views.py first seen with mtime 1689162641.5825315
DEBUG 2023-08-09 03:18:55,349 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\argparse.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,350 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\base_tasks.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,350 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\loader_tags.py first seen with mtime 1689162640.549925
DEBUG 2023-08-09 03:18:55,351 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\schemas\coreapi.py first seen with mtime 1689162641.4967606
DEBUG 2023-08-09 03:18:55,351 autoreload File C:\Users\Alice\Desktop\djangogram\manage.py first seen with mtime 1688886626.0868883
DEBUG 2023-08-09 03:18:55,352 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\policy.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,353 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\sqlparse\filters\reindent.py first seen with mtime 1689162641.7944798
DEBUG 2023-08-09 03:18:55,353 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\ntpath.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,354 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_vars.py first seen with mtime 1691124228.0403705
DEBUG 2023-08-09 03:18:55,355 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\functions\math.py first seen with mtime 1689162640.4571702
DEBUG 2023-08-09 03:18:55,355 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\fields\mixins.py first seen with mtime 1689162640.4491923
DEBUG 2023-08-09 03:18:55,356 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\contentmanager.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,356 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\field_mapping.py first seen with mtime 1689162641.5785427
DEBUG 2023-08-09 03:18:55,357 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\templatetags\admin_urls.py first seen with mtime 1689162638.8037095
DEBUG 2023-08-09 03:18:55,357 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\unittest\loader.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,358 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\checks\async_checks.py first seen with mtime 1689162640.2716668
DEBUG 2023-08-09 03:18:55,358 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1689162641.7795196
DEBUG 2023-08-09 03:18:55,359 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\coroutines.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,359 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydev_bundle\_pydev_saved_modules.py first seen with mtime 1691124227.8678675
DEBUG 2023-08-09 03:18:55,360 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\serializers.py first seen with mtime 1689162641.4987552
DEBUG 2023-08-09 03:18:55,361 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py first seen with mtime 1689162641.1388578
DEBUG 2023-08-09 03:18:55,362 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\base.py first seen with mtime 1689162640.5459354
DEBUG 2023-08-09 03:18:55,362 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\ssl.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,363 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\dateparse.py first seen with mtime 1689162640.6022928
DEBUG 2023-08-09 03:18:55,364 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_frame_utils.py first seen with mtime 1691124227.9984827
DEBUG 2023-08-09 03:18:55,364 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\__init__.py first seen with mtime 1689162640.4262526
DEBUG 2023-08-09 03:18:55,365 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pytz\tzinfo.py first seen with mtime 1689162641.1797495
DEBUG 2023-08-09 03:18:55,365 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\threading.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,366 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\loaders\base.py first seen with mtime 1689162640.5534208
DEBUG 2023-08-09 03:18:55,366 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\response.py first seen with mtime 1689162640.5544212
DEBUG 2023-08-09 03:18:55,367 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\shortcuts.py first seen with mtime 1689162640.531971
DEBUG 2023-08-09 03:18:55,367 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\contenttypes\admin.py first seen with mtime 1689162639.045064
DEBUG 2023-08-09 03:18:55,368 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\queues.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,369 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\urls\__init__.py first seen with mtime 1689162640.5713754
DEBUG 2023-08-09 03:18:55,370 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\DLLs\_zoneinfo.pyd first seen with mtime 1686085296.0
DEBUG 2023-08-09 03:18:55,371 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\sqlparse\filters\aligned_indent.py first seen with mtime 1689162641.7934828
DEBUG 2023-08-09 03:18:55,372 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\runners.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,372 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1689162640.3644178
DEBUG 2023-08-09 03:18:55,373 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\library.py first seen with mtime 1689162640.5489273
DEBUG 2023-08-09 03:18:55,375 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\views\__init__.py first seen with mtime 1689162638.8057034
DEBUG 2023-08-09 03:18:55,375 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\socket.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,377 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\functions\text.py first seen with mtime 1689162640.4581673
DEBUG 2023-08-09 03:18:55,377 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1689162638.8047056
DEBUG 2023-08-09 03:18:55,377 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\tree.py first seen with mtime 1689162640.619247
DEBUG 2023-08-09 03:18:55,379 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_dont_trace.py first seen with mtime 1691124227.9944928
DEBUG 2023-08-09 03:18:55,379 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\taskgroups.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,380 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\formatting.py first seen with mtime 1689162641.5785427
DEBUG 2023-08-09 03:18:55,380 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\postgres\validators.py first seen with mtime 1689162639.8286095
DEBUG 2023-08-09 03:18:55,381 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\sites\__init__.py first seen with mtime 1689162640.0829291
DEBUG 2023-08-09 03:18:55,381 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1689162639.0390787
DEBUG 2023-08-09 03:18:55,382 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\management\__init__.py first seen with mtime 1689162640.3145528
DEBUG 2023-08-09 03:18:55,382 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\translation\trans_real.py first seen with mtime 1689162640.619247
DEBUG 2023-08-09 03:18:55,383 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\urls.py first seen with mtime 1689162641.5815344
DEBUG 2023-08-09 03:18:55,383 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\auth\hashers.py first seen with mtime 1689162638.9223917
DEBUG 2023-08-09 03:18:55,384 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\mime\text.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,385 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\log.py first seen with mtime 1689162640.6102715
DEBUG 2023-08-09 03:18:55,385 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\checks.py first seen with mtime 1689162638.4877386
DEBUG 2023-08-09 03:18:55,386 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\_os.py first seen with mtime 1689162640.5983038
DEBUG 2023-08-09 03:18:55,387 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\futures.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,388 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\feedparser.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,389 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\backends\sqlite3\__init__.py first seen with mtime 1689162640.3983276
DEBUG 2023-08-09 03:18:55,389 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_frame.py first seen with mtime 1691124228.0024712
DEBUG 2023-08-09 03:18:55,390 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\DLLs\_sqlite3.pyd first seen with mtime 1686085294.0
DEBUG 2023-08-09 03:18:55,391 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\backends\django.py first seen with mtime 1689162640.5439408
DEBUG 2023-08-09 03:18:55,391 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\hashlib.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,392 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\importlib\resources\_adapters.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,392 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_extension_utils.py first seen with mtime 1691124227.9964867
DEBUG 2023-08-09 03:18:55,393 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\sql\datastructures.py first seen with mtime 1689162640.470137
DEBUG 2023-08-09 03:18:55,393 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\warnings.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,394 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydev_bundle\pydev_log.py first seen with mtime 1691124227.883489
DEBUG 2023-08-09 03:18:55,394 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\DLLs\select.pyd first seen with mtime 1686085294.0
DEBUG 2023-08-09 03:18:55,395 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\base.py first seen with mtime 1689162640.438222
DEBUG 2023-08-09 03:18:55,395 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\constants.py first seen with mtime 1689162640.438222
DEBUG 2023-08-09 03:18:55,396 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\messages\api.py first seen with mtime 1689162639.7149136
DEBUG 2023-08-09 03:18:55,397 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_trace_api.py first seen with mtime 1691124228.035383
DEBUG 2023-08-09 03:18:55,398 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\utils.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,399 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\sqlparse\sql.py first seen with mtime 1689162641.7974725
DEBUG 2023-08-09 03:18:55,399 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\pydevd_plugins\extensions\types\__init__.py first seen with mtime 1691124228.3325849
DEBUG 2023-08-09 03:18:55,400 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\_header_value_parser.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,401 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\negotiation.py first seen with mtime 1689162641.486788
DEBUG 2023-08-09 03:18:55,402 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\postgres\search.py first seen with mtime 1689162639.825618
DEBUG 2023-08-09 03:18:55,402 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\exceptions.py first seen with mtime 1689162640.5489273
DEBUG 2023-08-09 03:18:55,403 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\_debug_adapter\pydevd_schema.py first seen with mtime 1691124227.914731
DEBUG 2023-08-09 03:18:55,404 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\pydevd_plugins\extensions\types\pydevd_plugin_pandas_types.py first seen with mtime 1691124228.3355763
DEBUG 2023-08-09 03:18:55,405 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\urls\base.py first seen with mtime 1689162640.575364
DEBUG 2023-08-09 03:18:55,405 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\postgres\forms\hstore.py first seen with mtime 1689162639.740844
DEBUG 2023-08-09 03:18:55,406 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\_vendor\packaging\_manylinux.py first seen with mtime 1689162641.1508262
DEBUG 2023-08-09 03:18:55,406 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\results.py first seen with mtime 1689162641.1667843
DEBUG 2023-08-09 03:18:55,407 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\_vendor\packaging\requirements.py first seen with mtime 1689162641.151824
DEBUG 2023-08-09 03:18:55,407 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\unittest\result.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:18:55,408 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\format_helpers.py first seen with mtime 1686085218.0
